全局序号,分类,分类内序号,等级,POI_ID,名称,子类,地址,经度,纬度,评分,价格/费用/余量,开放/服务时间,建议游览分钟,电话,标签,简介/用途,图片URL,动态字段,数据用途,选择分,备注
70,美食,,L4,422,嵩山面馆(沙家浜分店),中餐厅,沙家浜镇沙家浜阳澄南路72号,120.777672,31.554597,4.3,17.00,08:00-14:00,,13776236889,中餐厅、面馆、沙家浜,嵩山面馆(沙家浜分店)属于中餐厅，适合作为游览路线中的用餐/休息节点。,https://aos-comment.amap.com/B0FFGH9JVR/comment/869e15bd46ad04bdb7f965ff4ed71323_2048_2048_80.jpg,avg_crowd=0.151; peak_crowd=0.405,重点样板卡片/封面图/路线规划,200.651,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
71,美食,,L3,148,兴福寺面馆,寺庙素面,常熟市兴福寺门口,120.715,31.682,4.2,人均¥30,6:00-13:00,,,蕈油面、禅意、早面、游客地标,兴福寺面馆属于寺庙素面，适合作为游览路线中的用餐/休息节点。,/map-skins/guli-ancient-town.png,avg_crowd=0.301; peak_crowd=0.81,路线规划/应急服务主节点,246.738,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。；图片URL补充：未匹配到同名/近似同名POI图片，使用本地古风示意图。
72,美食,,L3,150,拾光亲子餐厅,亲子,常熟市方塔街区,120.7572,31.6472,4.4,人均¥80,11:00-21:00,,,亲子、西点、下午茶、无添加,拾光亲子餐厅属于亲子，适合作为游览路线中的用餐/休息节点。,/map-skins/guli-ancient-town.png,avg_crowd=0.148; peak_crowd=0.495,路线规划/应急服务主节点,243.503,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。；图片URL补充：未匹配到同名/近似同名POI图片，使用本地古风示意图。
73,美食,,L3,151,虞见唐宅,茶馆,常熟市南门坛上,120.7502,31.6422,4.5,人均¥60,9:00-22:00,,,茶馆、禅茶、文艺、古宅,虞见唐宅属于茶馆，适合作为游览路线中的用餐/休息节点。,/map-skins/guli-ancient-town.png,avg_crowd=0.157; peak_crowd=0.45,路线规划/应急服务主节点,242.541,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。；图片URL补充：未匹配到同名/近似同名POI图片，使用本地古风示意图。
74,美食,,L3,149,方桥馄饨店,小吃,常熟市方塔街附近,120.7568,31.647,4.3,人均¥15,7:00-20:00,,,馄饨、拖炉饼、小吃、本地,方桥馄饨店属于小吃，适合作为游览路线中的用餐/休息节点。,/map-skins/guli-ancient-town.png,avg_crowd=0.172; peak_crowd=0.45,路线规划/应急服务主节点,238.303,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。；图片URL补充：未匹配到同名/近似同名POI图片，使用本地古风示意图。
75,美食,,L3,147,王四老面馆,面馆,常熟市兴福寺附近王四酒家旁,120.709,31.6724,4.3,人均¥30,6:30-13:30,,,炒浇面、蕈油面、本地,王四老面馆属于面馆，适合作为游览路线中的用餐/休息节点。,/map-skins/guli-ancient-town.png,avg_crowd=0.223; peak_crowd=0.585,路线规划/应急服务主节点,237.982,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。；图片URL补充：未匹配到同名/近似同名POI图片，使用本地古风示意图。
76,美食,,L3,146,王四酒家,老字号,常熟市兴福寺附近,120.7089,31.6725,4.4,人均¥120,"10:30-14:00,17:00-20:30",,,叫花鸡、桂花酒、老字号、百年,王四酒家属于老字号，适合作为游览路线中的用餐/休息节点。,/map-skins/guli-ancient-town.png,avg_crowd=0.273; peak_crowd=0.72,路线规划/应急服务主节点,237.177,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。；图片URL补充：未匹配到同名/近似同名POI图片，使用本地古风示意图。
77,美食,,L3,154,天天鲜面馆,面馆,常熟市古城区,120.753,31.651,4.3,人均¥25,6:30-13:30,,,蕈油面、早茶、当地,天天鲜面馆属于面馆，适合作为游览路线中的用餐/休息节点。,/map-skins/guli-ancient-town.png,avg_crowd=0.172; peak_crowd=0.45,路线规划/应急服务主节点,235.491,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。；图片URL补充：未匹配到同名/近似同名POI图片，使用本地古风示意图。
78,美食,,L3,153,南门坛弄血糯米奶茶,网红小吃,常熟市南门坛上,120.7501,31.6421,4.2,人均¥15,10:00-22:00,,,奶茶、血糯米、网红、小吃,南门坛弄血糯米奶茶属于网红小吃，适合作为游览路线中的用餐/休息节点。,/map-skins/guli-ancient-town.png,avg_crowd=0.185; peak_crowd=0.54,路线规划/应急服务主节点,234.937,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。；图片URL补充：未匹配到同名/近似同名POI图片，使用本地古风示意图。
79,美食,,L3,152,沙家浜爊鸡(横泾老街),本地特色,常熟市沙家浜横泾老街,120.783,31.4905,4.3,人均¥50,9:00-20:00,,,爊鸡、沙家浜、红色、老街,沙家浜爊鸡(横泾老街)属于本地特色，适合作为游览路线中的用餐/休息节点。,/map-skins/guli-ancient-town.png,avg_crowd=0.191; peak_crowd=0.585,路线规划/应急服务主节点,233.166,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。；图片URL补充：未匹配到同名/近似同名POI图片，使用本地古风示意图。
80,美食,,L3,145,含晖面馆(经贸大厦店),面馆,常熟市经贸大厦附近,120.7522,31.6521,4.5,人均¥25,6:30-13:30,,,蕈油面、早茶、当地口碑、炒浇面,含晖面馆(经贸大厦店)属于面馆，适合作为游览路线中的用餐/休息节点。,/map-skins/guli-ancient-town.png,avg_crowd=0.195; peak_crowd=0.495,路线规划/应急服务主节点,231.932,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。；图片URL补充：未匹配到同名/近似同名POI图片，使用本地古风示意图。
81,美食,,L3,473,清源茶社,餐饮相关,中山北路与北三环路交叉口南360米,120.701426,31.681381,4.7,111.00,08:00-21:30,,13815287218,餐饮相关、茶座,清源茶社属于餐饮相关，适合作为游览路线中的用餐/休息节点。,http://store.is.autonavi.com/showpic/f740ec8ee8cf1d16b05d947004ab7aa8,avg_crowd=0.151; peak_crowd=0.405,路线规划/应急服务主节点,200.391,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。；图片URL补充：同名高德POI图片：清源茶社
82,美食,,L3,411,赵先森8090主题餐厅(锁澜路店),中餐厅,虞山街道江苏省常熟市锁澜北路17号,120.753663,31.652223,4.5,67.00,11:00-13:30 16:00-03:00,,13222286777,中餐厅、主题餐厅、黄瓜蛋汤、鹅翅、鹅爪、鸭血豆腐,赵先森8090主题餐厅(锁澜路店)属于中餐厅，适合作为游览路线中的用餐/休息节点。,https://store.is.autonavi.com/showpic/9013163c56fe34970000002672338948?type=pic,avg_crowd=0.151; peak_crowd=0.405,路线规划/应急服务主节点,198.931,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。；图片URL补充：同名高德POI图片：赵先森8090主题餐厅(锁澜路店)
83,美食,,L3,472,郭记阿能鹅汤火锅(方塔园店),火锅店,塔后街5-23号,120.7496,31.646581,4.5,35.00,10:30-13:30 16:00-21:00,,17895010507;18452723143,火锅店、火锅、羊肉煲、椒盐鸭头、酸菜炒大肠、魔鬼牛蛙,郭记阿能鹅汤火锅(方塔园店)属于火锅店，适合作为游览路线中的用餐/休息节点。,https://store.is.autonavi.com/showpic/74c50f094088e711ab43494bcbbe22ca,avg_crowd=0.151; peak_crowd=0.405,路线规划/应急服务主节点,196.701,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。；图片URL补充：同名高德POI图片：郭记阿能鹅汤火锅(方塔园店)
84,美食,,L3,483,联珠茶苑,茶艺馆,中山中路姜家湾21号,120.717849,31.671918,4.5,103.00,07:00-17:00,,0512-52850758;13913652031,茶艺馆、茶座,联珠茶苑属于茶艺馆，适合作为游览路线中的用餐/休息节点。,https://aos-comment.amap.com/B0FFG2EQWG/comment/2F6721C3_278B_46B8_940F_3A1D77835481_L0_001_877_137_1759533392317_69720649.jpg,avg_crowd=0.151; peak_crowd=0.405,路线规划/应急服务主节点,196.647,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。；图片URL补充：同名高德POI图片：联珠茶苑
85,美食,,L3,541,望湖面馆,中餐厅,虞山镇和莫路博文小学对面望湖家园10幢-7,120.714706,31.622103,3.8,17.00,05:30-13:30,,13382528476;13962367148,中餐厅、面馆、大肠面、蕈肉面、焖肉、大肉面,望湖面馆属于中餐厅，适合作为游览路线中的用餐/休息节点。,http://store.is.autonavi.com/showpic/d59b5447837296c59364a8cdd0891bbc,avg_crowd=0.151; peak_crowd=0.405,路线规划/应急服务主节点,192.837,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。；图片URL补充：同名高德POI图片：望湖面馆
86,美食,,L3,401,何记饭店(聚沙路店),中餐厅,梅李镇聚沙路1号15幢,120.878476,31.707619,4.1,75.00,10:20-20:30,,13962364094,中餐厅、江浙菜、酸菜鱼、聚沙,何记饭店(聚沙路店)属于中餐厅，适合作为游览路线中的用餐/休息节点。,http://store.is.autonavi.com/showpic/df4b09b52e2fb17260f2e38febecef45,avg_crowd=0.151; peak_crowd=0.405,路线规划/应急服务主节点,192.537,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。；图片URL补充：同名高德POI图片：何记饭店(聚沙路店)
87,美食,,L3,517,古茗(常熟新桥中宏店),休闲餐饮场所,洋蕾路与元通路交叉口南120米,120.807017,31.640821,4.4,15.00,07:00-22:10,,18021262854,休闲餐饮场所、奶茶/茶饮、现磨咖啡、奶咖,古茗(常熟新桥中宏店)属于休闲餐饮场所，适合作为游览路线中的用餐/休息节点。,https://img.alicdn.com/imgextra/i2/O1CN013xzjdi1RsXLRp0pfX_!!6000000002167-2-tps-3333-3333.png,avg_crowd=0.151; peak_crowd=0.405,路线规划/应急服务主节点,191.931,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。；图片URL补充：同名高德POI图片：古茗(常熟新桥中宏店)
88,美食,,L3,460,徐裕泰百年老店(总店),糕饼店,古里镇铁琴北街1-12号,120.84321,31.627895,4.4,16.00,10:00-22:00,,0512-52522610;18915637610,糕饼店、小吃快餐、粽子、点心、米粉、芋泥,徐裕泰百年老店(总店)属于糕饼店，适合作为游览路线中的用餐/休息节点。,http://store.is.autonavi.com/showpic/f6c36f40796a31eba1b6f4bbe7a70c09,avg_crowd=0.151; peak_crowd=0.405,路线规划/应急服务主节点,189.636,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。；图片URL补充：同名高德POI图片：徐裕泰百年老店(总店)
89,美食,,L3,417,沁园饭店(海虞店),中餐厅,人民路38-1号,120.80394,31.749825,4.5,97.00,09:00-14:00 16:00-21:00,,0512-52561288,中餐厅、江浙菜、焖草鸡、特色海鲜、金针菇、酸菜鱼,沁园饭店(海虞店)属于中餐厅，适合作为游览路线中的用餐/休息节点。,http://store.is.autonavi.com/showpic/6c2a96d9b7d95b14c2f0ca84a758ef35,avg_crowd=0.151; peak_crowd=0.405,路线规划/应急服务主节点,188.896,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。；图片URL补充：同名高德POI图片：沁园饭店(海虞店)
90,美食,,L3,436,新城酒楼(和美家园店),中餐厅,尚湖镇永安路56号和美家园,120.634442,31.656196,4.2,57.00,08:00-20:00,,13862353221,中餐厅、川菜、老鹅、尚湖,新城酒楼(和美家园店)属于中餐厅，适合作为游览路线中的用餐/休息节点。,http://store.is.autonavi.com/showpic/cc642e19e8bbe08dbefb82622a2f1211,avg_crowd=0.151; peak_crowd=0.405,路线规划/应急服务主节点,179.481,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。；图片URL补充：同名高德POI图片：新城酒楼(和美家园店)
91,美食,,L2,415,旺达饭店(环城路店),宾馆酒店,环城北路华丰大厦12栋(新公园对面),120.739349,31.653399,4.5,103.00,09:00-22:00,,0512-52187777,宾馆酒店、苏菜、松子血糯、神仙干焖鸡、养生鲈鱼、田园双脆,旺达饭店(环城路店)属于宾馆酒店，适合作为游览路线中的用餐/休息节点。,,avg_crowd=0.151; peak_crowd=0.405,搜索/候选展示/后续补全,138.557,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
92,美食,,L2,412,陆记臭豆腐,中餐厅,虞山镇山塘径岸72号,120.740405,31.641793,4.5,18.00,11:00-18:00,,13306233113,中餐厅、小吃快餐、臭豆腐、虞山,陆记臭豆腐属于中餐厅，适合作为游览路线中的用餐/休息节点。,,avg_crowd=0.151; peak_crowd=0.405,搜索/候选展示/后续补全,138.38,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
93,美食,,L2,480,春暖花开(虞山南路店),中餐厅,虞山南路山前街80号(南山花园二区对面),120.729105,31.647063,4.5,64.00,10:30-21:30,,18662573727,中餐厅、创意菜、秘制肉蟹煲、米汤番茄鱼、番茄鱼泡饭、杏鲍菇松板肉,春暖花开(虞山南路店)属于中餐厅，适合作为游览路线中的用餐/休息节点。,,avg_crowd=0.151; peak_crowd=0.405,搜索/候选展示/后续补全,138.176,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
94,美食,,L2,481,水云涧茶坊,茶艺馆,虞山林场寺路街140号,120.722291,31.667227,4.5,80.00,09:00-21:00,,13915622882;13962305601,茶艺馆、茶座、虞山,水云涧茶坊属于茶艺馆，适合作为游览路线中的用餐/休息节点。,,avg_crowd=0.151; peak_crowd=0.405,搜索/候选展示/后续补全,137.865,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
95,美食,,L2,428,兴福望岳楼老面馆(正宗第一馆),特色/地方风味餐厅,兴福寺路街146号,120.720871,31.665847,4.5,37.00,05:30-16:30,,0512-52853950;13801579265,特色/地方风味餐厅、面馆、浇头、蘑菇、面食、碗面,兴福望岳楼老面馆(正宗第一馆)属于特色/地方风味餐厅，适合作为游览路线中的用餐/休息节点。,,avg_crowd=0.151; peak_crowd=0.405,搜索/候选展示/后续补全,137.846,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
